"nome_pais","year","Country Name","Country Code","Adjusted net national income per capita (constant 2010 US$)","Agricultural land (% of land area)","Agricultural raw materials exports (% of merchandise exports)","Agricultural raw materials imports (% of merchandise imports)","Agriculture, forestry, and fishing, value added (annual % growth)","Cereal production (metric tons)","Crop production index (2004-2006 = 100)","Fertilizer consumption (% of fertilizer production)","Food exports (% of merchandise exports)","Food imports (% of merchandise imports)","Food production index (2004-2006 = 100)","NA","Area","Year","Gross per capita Production Index Number (2004-2006 = 100)_Agriculture (PIN)","Gross per capita Production Index Number (2004-2006 = 100)_Cereals,Total","Gross per capita Production Index Number (2004-2006 = 100)_Crops (PIN)","Gross per capita Production Index Number (2004-2006 = 100)_Food (PIN)","Gross per capita Production Index Number (2004-2006 = 100)_Livestock (PIN)","Gross per capita Production Index Number (2004-2006 = 100)_Non Food (PIN)","Gross Production Index Number (2004-2006 = 100)_Agriculture (PIN)","Gross Production Index Number (2004-2006 = 100)_Cereals,Total","Gross Production Index Number (2004-2006 = 100)_Crops (PIN)","Gross Production Index Number (2004-2006 = 100)_Food (PIN)","Gross Production Index Number (2004-2006 = 100)_Livestock (PIN)","Gross Production Index Number (2004-2006 = 100)_Non Food (PIN)","Net per capita Production Index Number (2004-2006 = 100)_Agriculture (PIN)","Net per capita Production Index Number (2004-2006 = 100)_Cereals,Total","Net per capita Production Index Number (2004-2006 = 100)_Crops (PIN)","Net per capita Production Index Number (2004-2006 = 100)_Food (PIN)","Net per capita Production Index Number (2004-2006 = 100)_Livestock (PIN)","Net per capita Production Index Number (2004-2006 = 100)_Non Food (PIN)","Net Production Index Number (2004-2006 = 100)_Agriculture (PIN)","Net Production Index Number (2004-2006 = 100)_Cereals,Total","Net Production Index Number (2004-2006 = 100)_Crops (PIN)","Net Production Index Number (2004-2006 = 100)_Food (PIN)","Net Production Index Number (2004-2006 = 100)_Livestock (PIN)","Net Production Index Number (2004-2006 = 100)_Non Food (PIN)","GeoAreaCode","GeoAreaName","undernourishment"
"haiti","2002","Haiti","HTI",727.322813099135,60.5950653120465,NA,NA,-3.74486311280894,376000,91.86,NA,NA,NA,94.28,NA,"Haiti",2002,98.01,98.67,96.26,98.49,103.28,87.16,93.47,94.09,91.79,93.92,98.51,83.07,98.36,98.71,96.33,98.87,103.27,87.16,93.79,94.14,91.86,94.28,98.5,83.07,"332","Haiti",56.9
"haiti","2003","Haiti","HTI",675.655804856334,60.5950653120465,NA,NA,0.240529164161174,381500,93.46,NA,NA,NA,95.33,NA,"Haiti",2003,97.96,98.52,96.38,98.14,102.72,93.83,94.92,95.46,93.38,95.09,99.55,90.86,98.19,98.64,96.46,98.39,102.71,93.83,95.14,95.58,93.46,95.33,99.54,90.86,"332","Haiti",57.6
"haiti","2004","Haiti","HTI",655.218723599307,60.5950653120465,NA,NA,-4.79904019196154,398000,96.36,NA,NA,NA,97.3,NA,"Haiti",2004,98.67,99.62,97.86,99,101.12,91.13,97.12,98.06,96.31,97.45,99.55,89.65,98.51,99.85,97.9,98.85,101.11,91.13,96.96,98.28,96.36,97.3,99.55,89.65,"332","Haiti",57.6
"haiti","2005","Haiti","HTI",671.756186271488,60.5950653120465,NA,NA,2.58349086326382,405500,101.95,NA,NA,NA,101.4,NA,"Haiti",2005,101.55,99.6,101.86,101.39,100.62,105.22,101.53,99.59,101.84,101.38,100.63,105.14,101.57,99.81,101.97,101.41,100.62,105.22,101.56,99.8,101.95,101.4,100.63,105.14,"332","Haiti",57.1
"haiti","2006","Haiti","HTI",662.673922741017,60.5950653120465,NA,NA,1.41277641277648,415000,101.68,NA,NA,NA,101.31,NA,"Haiti",2006,99.78,100.78,100.29,99.61,98.27,103.65,101.34,102.36,101.85,101.17,99.82,105.2,99.92,100.35,100.12,99.74,98.26,103.65,101.48,101.92,101.68,101.31,99.82,105.2,"332","Haiti",55.9
"haiti","2007","Haiti","HTI",692.23350378448,66.0377358490566,NA,NA,2.30163537250164,520000,114.51,NA,NA,NA,110.5,NA,"Haiti",2007,107.88,122.83,110.98,106.66,98.58,135.95,111.28,126.7,114.47,110.02,101.72,140.15,108.38,124.08,111.01,107.12,98.59,135.95,111.8,128,114.51,110.5,101.72,140.15,"332","Haiti",54.5
"haiti","2008","Haiti","HTI",660.636599894605,64.2235123367199,NA,NA,-7.48963883955008,420000,110.33,NA,NA,NA,109.46,NA,"Haiti",2008,103.08,98.63,105.39,103.06,96.12,103.34,107.98,103.32,110.39,107.97,100.71,108.19,104.44,98.14,105.33,104.49,96.12,103.34,109.4,102.81,110.33,109.46,100.72,108.19,"332","Haiti",52.5
"haiti","2009","Haiti","HTI",689.429800031686,65.1788808437841,NA,NA,5.59999999999994,553500,130.46,NA,NA,NA,122.03,NA,"Haiti",2009,115.88,124.95,122.68,116.2,95.48,108.52,123.24,132.88,130.46,123.58,101.56,115.34,114.47,125.17,122.68,114.75,95.48,108.52,121.74,133.12,130.46,122.03,101.56,115.34,"332","Haiti",50.8
"haiti","2010","Haiti","HTI",628.6312063041,67.8519593613933,NA,NA,-0.0606060606060623,626875,141.46,NA,NA,NA,133.21,NA,"Haiti",2010,121.97,138.83,130.98,122.47,94.93,110.43,131.65,149.84,141.36,132.19,102.49,119.13,122.85,139.68,131.07,123.41,94.91,110.43,132.59,150.77,141.46,133.21,102.46,119.13,"332","Haiti",49.5
"haiti","2011","Haiti","HTI",652.506895408915,66.4005805515239,NA,NA,-1.09157064887818,615155,150.88,NA,NA,NA,141.47,NA,"Haiti",2011,127.25,135.89,137.52,127.94,96.46,111.51,139.35,148.81,150.58,140.1,105.65,122.03,128.41,137.48,137.79,129.19,96.44,111.51,140.62,150.56,150.88,141.47,105.63,122.03,"332","Haiti",49.5
"haiti","2012","Haiti","HTI",647.361559319224,64.2235123367199,NA,NA,-1.28755364806841,441594,152.09,NA,NA,NA,143.36,NA,"Haiti",2012,126.65,103,136.87,127.27,95.97,112.45,140.66,114.39,152,141.35,106.6,124.82,128.36,102.8,136.95,129.08,95.97,112.45,142.55,114.17,152.09,143.36,106.6,124.82,"332","Haiti",49.6
"haiti","2013","Haiti","HTI",668.463915880571,66.7634252539913,NA,NA,4.3478260869564,613318,167,NA,NA,NA,152.55,NA,"Haiti",2013,134.75,134.88,148.11,133.88,94.66,154.78,151.73,151.87,166.76,150.75,106.61,174.18,136.32,137.13,148.32,135.48,94.66,154.78,153.5,154.41,167,152.55,106.61,174.18,"332","Haiti",49.6
"haiti","2014","Haiti","HTI",669.559280658865,66.7634252539913,NA,NA,-1.45833333333341,586897,171.97,NA,NA,NA,158.18,NA,"Haiti",2014,135.74,124.62,150.46,137.38,91.55,97.86,154.9,142.22,171.69,156.78,104.5,111.61,136.82,126.49,150.7,138.61,91.53,97.86,156.14,144.36,171.97,158.18,104.47,111.61,"332","Haiti",48.8
"haiti","2015","Haiti","HTI",687.934546300354,66.7634252539913,NA,NA,-5.43642404107516,529123,177.47,NA,NA,NA,162,NA,"Haiti",2015,137.46,118.65,153.23,138.76,90.16,107.7,158.93,137.17,177.14,160.43,104.26,124.44,138.7,120.31,153.51,140.12,90.13,107.7,160.36,139.1,177.47,162,104.23,124.44,"332","Haiti",47.5
"haiti","2016","Haiti","HTI",677.123976173366,66.7634252539913,NA,NA,3.06611306291902,536224,171.66,NA,NA,NA,157.13,NA,"Haiti",2016,132.05,116.57,146.39,133.05,89.04,109.12,154.61,136.49,171.38,155.79,104.28,127.69,133.1,118.2,146.62,134.2,89.02,109.12,155.84,138.39,171.66,157.13,104.25,127.69,"332","Haiti",45.8
"honduras","2000","Honduras","HND",1573.39856042631,26.2311198498525,3.60758324330863,0.840213256676678,19.0318242809515,606578,69.83,NA,65.810826064221,17.6013786172433,71.67,NA,"Honduras",2000,82,119.18,79.02,78,87.72,110.24,72.56,105.4,69.92,69.03,77.6,97.48,84.84,119.31,78.92,80.99,88.16,110.24,75.07,105.52,69.83,71.67,77.99,97.48,"340","Honduras",19.6
"honduras","2001","Honduras","HND",1559.07220670598,26.2400571990348,4.7089357870238,0.86488834279726,2.12083058797434,603029,75.06,NA,68.6736991415606,17.4821545793103,73.92,NA,"Honduras",2001,83.54,116.38,82.89,79.2,84.78,114.2,75.83,105.58,75.25,71.9,76.94,103.59,85.74,116.45,82.68,81.43,85.29,114.2,77.82,105.65,75.06,73.92,77.4,103.59,"340","Honduras",18.5
"honduras","2002","Honduras","HND",1550.40543995458,27.0622933238002,4.67830609418508,0.946403742104993,4.50300242749458,579162,79.24,NA,64.1627560692705,16.8052084104821,81.55,NA,"Honduras",2002,87.22,108.56,85.18,86.14,91.13,94.88,81.18,101,79.29,80.18,84.81,88.26,88.56,108.65,85.13,87.61,91.31,94.88,82.43,101.08,79.24,81.55,84.98,88.26,"340","Honduras",17.8
"honduras","2003","Honduras","HND",1548.89274000023,28.1794619715792,4.20711500958843,0.85989059481342,2.34917995708759,598653,90.17,NA,63.6722015998755,15.4439871536187,91.13,NA,"Honduras",2003,95.15,112.37,94.61,95.32,96.18,93.95,90.76,107.14,90.26,90.93,91.73,89.56,95.32,112.6,94.52,95.52,96.33,93.95,90.92,107.36,90.17,91.13,91.87,89.56,"340","Honduras",17.5
"honduras","2004","Honduras","HND",1563.7283077367,28.0632764322102,3.91717900676834,0.744575512286441,7.22143915141669,527961,95.55,NA,64.678013324131,14.9817125601508,96.91,NA,"Honduras",2004,98,96.7,97.88,98.19,98.22,96.66,95.75,94.43,95.64,95.94,95.95,94.38,98.85,96.79,97.79,99.18,98.3,96.66,96.57,94.52,95.55,96.91,96.02,94.38,"340","Honduras",17.3
"honduras","2005","Honduras","HND",1604.90621641991,28.1526499240325,3.00396797435892,0.763709743832732,-2.29385649749614,555622,104.13,NA,66.0368152109146,15.0665766426576,101.48,NA,"Honduras",2005,102.86,99.07,104.08,103.66,100.52,97.2,102.85,99.01,104.08,103.66,100.51,97.14,100.91,99.15,104.13,101.47,100.43,97.2,100.91,99.1,104.13,101.48,100.41,97.14,"340","Honduras",17
"honduras","2006","Honduras","HND",1640.80376202219,28.2420234158549,2.95151729475169,0.958301015463937,7.57789116615832,595111,100.32,NA,59.0625993654594,13.394782744376,101.62,NA,"Honduras",2006,99.14,104.23,98.04,98.16,101.26,106.13,101.4,106.55,100.28,100.4,103.55,108.48,100.24,104.07,98.08,99.35,101.28,106.13,102.52,106.38,100.32,101.62,103.57,108.48,"340","Honduras",16.3
"honduras","2007","Honduras","HND",1720.38129700091,28.2420234158549,2.3232621182647,0.869605128287193,5.54168852710959,752423,107.76,NA,53.3478399751596,14.6677413129875,106.61,NA,"Honduras",2007,103.11,130.91,103.06,101.51,103.2,114.38,107.78,136.78,107.74,106.12,107.86,119.49,103.61,130.75,103.08,101.98,103.36,114.38,108.31,136.61,107.76,106.61,108.03,119.49,"340","Honduras",15.7
"honduras","2008","Honduras","HND",1686.44963652912,28.4565197962284,NA,NA,1.92664972835092,660074,108.51,NA,NA,NA,110.15,NA,"Honduras",2008,103.88,113.93,101.68,102.46,108.08,113.91,110.91,121.59,108.57,109.4,115.38,121.55,104.58,113.55,101.63,103.16,108.51,113.91,111.65,121.18,108.51,110.15,115.84,121.55,"340","Honduras",15.3
"honduras","2009","Honduras","HND",1654.24546672403,28.5816426847797,1.60070605606589,1.29475199189484,-1.94786960998272,702199,109.75,NA,58.5398649537959,18.4622298901303,104.16,NA,"Honduras",2009,98.6,117.46,100.81,97.39,94.36,107.13,107.44,127.93,109.86,106.14,102.81,116.67,97.1,116.71,100.71,95.58,94.5,107.13,105.81,127.12,109.75,104.16,102.96,116.67,"340","Honduras",15.2
"honduras","2010","Honduras","HND",1670.71286799634,28.8676378586111,1.34468422125444,1.06424922321684,1.77353959314097,632858,115.87,NA,57.2632137652368,16.4117275891269,108.38,NA,"Honduras",2010,100.02,103.78,104.22,98.5,91.97,110.77,111.16,115.28,115.84,109.48,102.2,123.02,99.26,103.59,104.25,97.51,92.46,110.77,110.31,115.07,115.87,108.38,102.74,123.02,"340","Honduras",15.2
"honduras","2011","Honduras","HND",1715.56079821274,28.8676378586111,1.14688234104024,0.97903597193648,6.48427433886071,635620,121.44,NA,68.9766019890959,16.3999663554351,112.77,NA,"Honduras",2011,102.35,103.26,107.13,99.02,93.19,125.82,115.92,116.89,121.34,112.17,105.54,142.42,103.01,103.54,107.21,99.55,93.64,125.82,116.67,117.22,121.44,112.77,106.04,142.42,"340","Honduras",15.2
"honduras","2012","Honduras","HND",1710.76465600171,28.9123246045223,0.994480422135972,0.940951922102896,10.6827938544844,621783,129.88,NA,56.93261031342,16.7051704855423,118.27,NA,"Honduras",2012,106.08,100.02,112.53,100.1,93.72,148.34,122.36,115.31,129.82,115.47,108.09,171,108.55,100.16,112.58,102.52,94.14,148.34,125.21,115.49,129.88,118.27,108.57,171,"340","Honduras",15.3
"honduras","2013","Honduras","HND",1661.92477572565,28.9123246045223,NA,NA,3.44007204339358,690211,121.4,NA,NA,NA,116.67,NA,"Honduras",2013,99.55,107.58,103.41,96.68,92.17,119.88,116.89,126.25,121.42,113.52,108.2,140.67,102.06,107.91,103.39,99.36,92.6,119.88,119.83,126.65,121.4,116.67,108.71,140.67,"340","Honduras",15.4
"honduras","2014","Honduras","HND",1697.94034558806,28.9123246045223,1.25156214191303,0.930008309426538,2.81464864470881,697557,123.82,NA,54.9143139841396,18.0714084000106,118.44,NA,"Honduras",2014,99.21,107.02,103.64,96.5,90.72,118.38,118.53,127.79,123.83,115.3,108.37,141.34,101.67,107.36,103.64,99.13,91.15,118.38,121.46,128.21,123.82,118.44,108.88,141.34,"340","Honduras",15.6
"honduras","2015","Honduras","HND",1846.33563976456,28.9123246045223,1.44738873827178,1.01492764341397,2.63086381341347,718946,128.74,NA,61.5102493266565,18.1909753807885,118.79,NA,"Honduras",2015,100.21,108.45,105.91,95.13,89.31,136.09,121.78,131.73,128.71,115.62,108.51,165.28,102.79,108.84,105.93,97.74,89.73,136.09,124.91,132.2,128.74,118.79,109.03,165.28,"340","Honduras",15.5
"honduras","2016","Honduras","HND",1881.3937922323,28.9123246045223,1.57954314781742,1.26953770544943,4.77456838162777,744437,132.31,NA,63.2080808649427,19.4164509645484,119.57,NA,"Honduras",2016,100.56,110.46,107,94.14,88.21,145.91,124.27,136.45,132.25,116.35,109,180.21,103.21,110.89,107.05,96.74,88.63,145.91,127.56,136.99,132.31,119.57,109.52,180.21,"340","Honduras",15.3
"jamaica","2000","Jamaica","JAM",NA,44.2289935364728,0.164353581636129,1.51020117280881,-12.6559352042166,1781,100.88,NA,22.6435522734809,15.460300647421,97.62,NA,"Jamaica",2000,99.67,101.97,104.21,100.78,94.15,57.53,96.49,98.68,100.88,97.56,91.14,55.61,99.72,101.5,104.21,100.84,94.18,57.53,96.53,98.23,100.88,97.62,91.18,55.61,"388","Jamaica",7.4
"jamaica","2001","Jamaica","JAM",NA,44.2289935364728,0.117472869502494,1.29492503953154,6.67287977632805,2116,107.02,NA,22.7917037068865,15.328465637031,101.68,NA,"Jamaica",2001,103.12,121.26,109.71,104.19,95.09,62.41,100.58,118.24,107.01,101.63,92.75,60.78,103.16,121.49,109.72,104.24,95.05,62.41,100.62,118.47,107.02,101.68,92.71,60.78,"388","Jamaica",6.8
"jamaica","2002","Jamaica","JAM",NA,43.7673130193906,0.157624033957337,1.44404404025695,-6.93036868775117,1765,102.99,NA,23.0324971957349,15.1583124520344,100.46,NA,"Jamaica",2002,101.2,99.5,104.87,102.24,96.73,61.25,99.39,97.7,102.99,100.42,95,60.07,101.23,99.23,104.87,102.29,96.7,61.25,99.42,97.43,102.99,100.46,94.97,60.07,"388","Jamaica",6.6
"jamaica","2003","Jamaica","JAM",NA,43.7673130193906,0.147482269226277,1.30165562036668,7.56846823590153,2057,107.6,NA,23.1489002818713,15.0473578434319,105.41,NA,"Jamaica",2003,105.52,115.36,108.87,106.57,101.44,65.56,104.29,113.98,107.6,105.33,100.26,64.7,105.59,115.57,108.87,106.65,101.56,65.56,104.35,114.19,107.6,105.41,100.38,64.7,"388","Jamaica",6.6
"jamaica","2004","Jamaica","JAM",NA,43.5826408125577,0.132767378924977,1.58019184665454,-12.2458329697181,1611,103.22,NA,22.6263132269551,15.0909689304763,102.43,NA,"Jamaica",2004,101.84,89.76,103.81,102.97,99.43,58.53,101.25,89.22,103.21,102.38,98.86,58.11,101.87,89.63,103.82,103.01,99.49,58.53,101.28,89.09,103.22,102.43,98.92,58.11,"388","Jamaica",6.8
"jamaica","2005","Jamaica","JAM",NA,43.1209602954755,0.125664101456353,1.412834990457,-7.78161748253488,1929,92.29,NA,17.4937435263652,14.5884244050855,96.3,NA,"Jamaica",2005,96.59,106.38,92.29,96.3,101.83,107.64,96.6,106.35,92.29,96.31,101.84,107.49,96.59,106.5,92.28,96.29,101.86,107.64,96.59,106.47,92.29,96.3,101.86,107.49,"388","Jamaica",7
"jamaica","2006","Jamaica","JAM",NA,43.1209602954755,0.0999350296277322,1.52236742909199,19.9768150324859,1895,104.5,NA,16.8215792297694,14.3214507825045,101.27,NA,"Jamaica",2006,101.57,103.86,103.9,100.73,98.74,133.82,102.15,104.43,104.49,101.31,99.31,134.4,101.55,103.88,103.9,100.69,98.65,133.82,102.13,104.44,104.5,101.27,99.22,134.4,"388","Jamaica",7.3
"jamaica","2007","Jamaica","JAM",4579.71957601175,42.8439519852262,0.0679065917718244,0.919438087865284,-8.1073186077343,1738,104.57,NA,15.7046841491654,12.6791874415467,100.8,NA,"Jamaica",2007,101.1,98.06,103.38,99.72,98.32,153.8,102.24,99.14,104.55,100.85,99.43,155.31,101.07,97.74,103.4,99.67,98.19,153.8,102.2,98.82,104.57,100.8,99.3,155.31,"388","Jamaica",7.7
"jamaica","2008","Jamaica","JAM",4358.72402075499,41.4589104339797,0.0668003743185681,0.798623357561839,-6.16701308228392,1997,92.32,NA,14.7184993418732,12.2083004328487,95.93,NA,"Jamaica",2008,94.73,113.41,90.82,94.4,99.49,107.26,96.3,115.26,92.33,95.97,101.15,108.88,94.69,112.91,90.81,94.35,99.4,107.26,96.26,114.76,92.32,95.93,101.05,108.88,"388","Jamaica",8.2
"jamaica","2009","Jamaica","JAM",4131.34524588717,41.4589104339797,0.156435811214353,0.919003383306149,13.9785786881401,2509,98.63,NA,27.0618617165865,18.1064226887584,98.79,NA,"Jamaica",2009,97.6,143.05,96.56,96.72,98.87,131.43,99.72,146.11,98.66,98.82,101.01,134.09,97.58,142.64,96.54,96.69,98.8,131.43,99.7,145.7,98.63,98.79,100.94,134.09,"388","Jamaica",8.6
"jamaica","2010","Jamaica","JAM",4134.57238524099,40.9972299168975,0.246689239447042,1.03486677251462,0.0228639367125965,2626,97.52,NA,24.6187507200811,17.6686674744623,97.66,NA,"Jamaica",2010,95.59,154.57,95.04,95.33,96.26,105.49,98.12,158.62,97.55,97.85,98.81,108.12,95.4,154.25,95.01,95.14,95.93,105.49,97.93,158.29,97.52,97.66,98.47,108.12,"388","Jamaica",8.8
"jamaica","2011","Jamaica","JAM",4125.28911753563,40.9972299168975,0.147450468422499,0.800695741860372,10.2978489953597,2968,104.86,NA,22.2025275495476,16.7252389190517,101.96,NA,"Jamaica",2011,99,170.64,101.75,99.06,95.67,96.86,102.07,175.87,104.89,102.13,98.63,99.71,98.84,170.28,101.71,98.89,95.35,96.86,101.9,175.5,104.86,101.96,98.3,99.71,"388","Jamaica",9
"jamaica","2012","Jamaica","JAM",4175.06755177446,40.9972299168975,0.128906736952999,0.605674598335816,2.31907485700074,3121,104.37,NA,22.4865787323374,16.5913106319138,103.69,NA,"Jamaica",2012,99.93,181.51,100.87,100.32,98.79,85.09,103.44,187.84,104.41,103.85,102.26,87.96,99.78,181.84,100.83,100.17,98.5,85.09,103.29,188.17,104.37,103.69,101.96,87.96,"388","Jamaica",9.2
"jamaica","2013","Jamaica","JAM",4091.70609526277,40.9972299168975,0.222222374139264,0.792685500614995,-0.769682607198561,2996,102.61,NA,21.4580188635043,17.401504415235,102.97,NA,"Jamaica",2013,98.95,160.93,98.8,99.25,99.14,87.48,102.82,167.17,102.66,103.13,103.01,90.77,98.79,161.26,98.75,99.09,98.84,87.48,102.65,167.51,102.61,102.97,102.71,90.77,"388","Jamaica",9.3
"jamaica","2014","Jamaica","JAM",4066.63692201852,40.9972299168975,0.113784886368747,0.979293201914499,-0.526627339715461,2512,102.88,NA,18.2772702496609,16.6767330236324,102.72,NA,"Jamaica",2014,98.03,133.77,98.71,98.64,97.2,74.53,102.23,139.46,102.94,102.87,101.36,77.61,97.88,133.7,98.66,98.49,96.88,74.53,102.07,139.39,102.88,102.72,101.03,77.61,"388","Jamaica",9.3
"jamaica","2015","Jamaica","JAM",4147.50308167553,40.9972299168975,0.225119409051919,0.992738299157691,-0.104651878603804,2365,100.6,NA,18.5200206662001,17.9984395344696,101.63,NA,"Jamaica",2015,96.8,125.37,96.19,97.27,97.54,78.64,101.29,131.15,100.65,101.79,102.06,82.18,96.64,125.19,96.14,97.12,97.23,78.64,101.13,130.96,100.6,101.63,101.74,82.18,"388","Jamaica",9
"jamaica","2016","Jamaica","JAM",4188.19616519765,40.9972299168975,0.290437822623042,1.14634830892162,13.00069841009,2354,106.76,NA,27.9179030131311,18.6040313662655,105.58,NA,"Jamaica",2016,100.14,124.14,101.74,100.68,98.2,79.51,105.13,130.29,106.81,105.71,103.09,83.35,100.02,123.94,101.69,100.57,97.91,79.51,105.01,130.08,106.76,105.58,102.79,83.35,"388","Jamaica",8.9
"mexico","2000","Mexico","MEX",7468.43619578043,54.6979088968338,0.554064145490737,1.39864411751154,0.869340215903037,27995057,88.5,NA,4.84326731498037,4.73755122458949,88.41,NA,"Mexico",2000,93.66,96.58,94.56,93.27,92.6,113.63,87.78,90.54,88.63,87.42,86.78,106.55,94.73,96.34,94.42,94.33,92.65,113.64,88.78,90.31,88.5,88.41,86.83,106.56,"484","Mexico",4.4
"mexico","2001","Mexico","MEX",7368.02044889202,54.8110805319067,0.542536007316719,1.42217855794771,5.35247030704538,31060786,95.12,NA,5.00768281600758,5.81819612287158,92.57,NA,"Mexico",2001,97.39,105.02,100.24,97.31,94.05,101.84,92.49,99.76,95.2,92.41,89.31,96.76,97.57,104.99,100.16,97.48,94.09,101.84,92.66,99.73,95.12,92.57,89.35,96.76,"484","Mexico",4.4
"mexico","2002","Mexico","MEX",7229.83528999826,54.8110805319067,0.530118693438212,1.41401360105452,-0.906529002275676,28773237,92.76,389.080272073856,5.00983182896692,6.05477638000995,92.5,NA,"Mexico",2002,95.71,95.96,96.54,95.93,94.74,84.95,92.03,92.29,92.84,92.24,91.09,81.72,95.96,95.83,96.46,96.2,94.75,84.95,92.27,92.16,92.76,92.5,91.1,81.72,"484","Mexico",4.8
"mexico","2003","Mexico","MEX",6990.98057002993,54.8110805319067,0.513348781245989,1.55407970133315,3.83118750069211,31336229,97.21,514.805395518081,5.47889072290829,6.55260377799308,94.9,NA,"Mexico",2003,98.26,103.08,99.9,98.42,96.34,90.05,95.64,100.36,97.24,95.8,93.77,87.69,97.34,103.08,99.86,97.5,96.36,90.05,94.75,100.36,97.21,94.9,93.79,87.69,"484","Mexico",5.5
"mexico","2004","Mexico","MEX",7447.8283952024,54.8213688623679,0.530017682175894,1.4954916253801,2.3576611956007,32315035,99.83,405.438622858056,5.39948469129673,6.32121194058173,98.06,NA,"Mexico",2004,100.16,104.96,101.26,100.07,98.88,104.72,98.75,103.5,99.83,98.66,97.47,103.28,99.58,105.05,101.26,99.47,98.88,104.72,98.17,103.59,99.83,98.06,97.48,103.29,"484","Mexico",5.8
"mexico","2005","Mexico","MEX",7444.99518736217,54.8213688623679,0.502550033091891,1.41159050496048,-3.64540515108843,29062836,96.94,411.965056140633,5.36528879477389,6.0038869254761,98.48,NA,"Mexico",2005,98.03,93.37,97,98.02,99.23,98.54,97.98,93.34,96.95,97.97,99.18,98.54,98.54,93.31,96.99,98.54,99.21,98.55,98.48,93.28,96.94,98.48,99.15,98.54,"484","Mexico",5.5
"mexico","2006","Mexico","MEX",7559.66592504519,54.8213688623679,0.39999972270616,1.35377629439586,6.27911542805487,32158037,103.22,529.385080976045,5.41198361658721,5.85529048645158,103.46,NA,"Mexico",2006,101.81,101.68,101.74,101.91,101.89,96.74,103.28,103.16,103.21,103.38,103.35,98.18,101.88,101.64,101.75,101.99,101.91,96.73,103.35,103.13,103.22,103.46,103.37,98.17,"484","Mexico",5
"mexico","2007","Mexico","MEX",7634.69995615973,54.8882430103655,0.356682628606644,1.29888302580378,4.228916691016,34313189,105.37,433.620958647309,5.35733329434454,6.48474325731863,104.79,NA,"Mexico",2007,101.52,106.81,102.21,101.72,100.72,91.57,104.62,110.09,105.33,104.82,103.78,94.4,101.48,106.9,102.25,101.69,100.72,91.56,104.57,110.18,105.37,104.79,103.79,94.39,"484","Mexico",4.7
"mexico","2008","Mexico","MEX",7503.06329426447,54.8445176059055,0.363468183476,1.27689153638312,-0.0446412440889787,36109144,108.31,266.113820581953,5.54935517796724,7.10705622365831,105.51,NA,"Mexico",2008,101.69,110.43,103.36,101.97,99.74,87.28,106.5,115.68,108.25,106.79,104.45,91.45,100.47,110.6,103.41,100.75,99.73,87.28,105.22,115.85,108.31,105.51,104.44,91.45,"484","Mexico",4.7
"mexico","2009","Mexico","MEX",7034.78300940515,54.8445176059055,0.346185496165925,1.25130220419622,-2.11913575753424,31285670,102.14,234.557701435468,6.98550663228945,7.34916337300973,105.21,NA,"Mexico",2009,98,94.72,95.95,98.38,100.41,78.92,104.3,100.84,102.13,104.7,106.85,84.03,98.44,94.78,95.97,98.86,100.41,78.92,104.77,100.89,102.14,105.21,106.85,84.03,"484","Mexico",4.7
"mexico","2010","Mexico","MEX",7362.91655221324,54.8445176059055,0.361168621291569,1.31482204780962,2.49349314767065,34925200,106.95,177.874693902652,6.05734100382478,6.46792286734893,107.47,NA,"Mexico",2010,99.94,103.6,98.86,100.17,101.2,87.98,108.03,112.01,106.87,108.28,109.39,95.15,99.19,103.84,98.93,99.42,101.21,87.99,107.22,112.27,106.95,107.47,109.4,95.16,"484","Mexico",4.6
"mexico","2011","Mexico","MEX",7325.84055430173,54.8445176059055,0.380576681648698,1.32229722823802,-3.76360007976658,28408737,102.78,163.980262030457,6.2622535058796,6.98794933990802,108.25,NA,"Mexico",2011,98.48,83.45,93.62,98.26,104.17,109.79,108.06,91.59,102.73,107.83,114.3,120.53,98.88,83.47,93.66,98.66,104.19,109.79,108.5,91.61,102.78,108.25,114.32,120.53,"484","Mexico",4.6
"mexico","2012","Mexico","MEX",7403.00329519302,54.8445176059055,0.388599101143014,1.11424376897003,6.35648771518606,33614212,113.25,221.951418720326,5.88180557307071,6.16027837157723,112.52,NA,"Mexico",2012,101.76,96.56,101.62,101.69,101.92,105.46,113.29,107.53,113.14,113.22,113.46,117.47,101.16,96.77,101.71,101.07,101.93,105.47,112.62,107.76,113.25,112.52,113.47,117.47,"484","Mexico",4.6
"mexico","2013","Mexico","MEX",7300.85249120879,54.9695208210088,0.355718701788407,1.05201059203898,2.28023812271709,33210301,117.54,206.962251737696,6.35033608760371,6.57909001727807,115.29,NA,"Mexico",2013,102.26,94.16,103.99,102.45,100.23,92.55,115.46,106.34,117.41,115.67,113.16,104.54,101.92,94.35,104.1,102.12,100.24,92.55,115.07,106.55,117.54,115.29,113.17,104.55,"484","Mexico",4.4
"mexico","2014","Mexico","MEX",7553.21618482892,55.0045011445768,0.3284360768199,1.03674723565353,3.7806531081644,36526602,123.33,228.894241086752,6.39649564733679,6.44263407549682,117.33,NA,"Mexico",2014,103.84,102.51,107.6,103.64,99.45,114.67,118.86,117.35,123.16,118.63,113.82,131.31,102.75,102.85,107.74,102.51,99.46,114.68,117.61,117.75,123.33,117.33,113.84,131.32,"484","Mexico",4.2
