"nome_pais","year","Country Name","Country Code","Adjusted net national income per capita (constant 2010 US$)","Agricultural land (% of land area)","Agricultural raw materials exports (% of merchandise exports)","Agricultural raw materials imports (% of merchandise imports)","Agriculture, forestry, and fishing, value added (annual % growth)","Cereal production (metric tons)","Crop production index (2004-2006 = 100)","Fertilizer consumption (% of fertilizer production)","Food exports (% of merchandise exports)","Food imports (% of merchandise imports)","Food production index (2004-2006 = 100)","NA","Area","Year","Gross per capita Production Index Number (2004-2006 = 100)_Agriculture (PIN)","Gross per capita Production Index Number (2004-2006 = 100)_Cereals,Total","Gross per capita Production Index Number (2004-2006 = 100)_Crops (PIN)","Gross per capita Production Index Number (2004-2006 = 100)_Food (PIN)","Gross per capita Production Index Number (2004-2006 = 100)_Livestock (PIN)","Gross per capita Production Index Number (2004-2006 = 100)_Non Food (PIN)","Gross Production Index Number (2004-2006 = 100)_Agriculture (PIN)","Gross Production Index Number (2004-2006 = 100)_Cereals,Total","Gross Production Index Number (2004-2006 = 100)_Crops (PIN)","Gross Production Index Number (2004-2006 = 100)_Food (PIN)","Gross Production Index Number (2004-2006 = 100)_Livestock (PIN)","Gross Production Index Number (2004-2006 = 100)_Non Food (PIN)","Net per capita Production Index Number (2004-2006 = 100)_Agriculture (PIN)","Net per capita Production Index Number (2004-2006 = 100)_Cereals,Total","Net per capita Production Index Number (2004-2006 = 100)_Crops (PIN)","Net per capita Production Index Number (2004-2006 = 100)_Food (PIN)","Net per capita Production Index Number (2004-2006 = 100)_Livestock (PIN)","Net per capita Production Index Number (2004-2006 = 100)_Non Food (PIN)","Net Production Index Number (2004-2006 = 100)_Agriculture (PIN)","Net Production Index Number (2004-2006 = 100)_Cereals,Total","Net Production Index Number (2004-2006 = 100)_Crops (PIN)","Net Production Index Number (2004-2006 = 100)_Food (PIN)","Net Production Index Number (2004-2006 = 100)_Livestock (PIN)","Net Production Index Number (2004-2006 = 100)_Non Food (PIN)","GeoAreaCode","GeoAreaName","undernourishment"
"cuba","2006","Cuba","CUB",4255.77236306495,62.294465846096,0.13349034557173,0.497770674291866,-6.0455532516099,744119,80.14,436.977412466903,10.4625056313624,11.9212225029227,89.53,NA,"Cuba",2006,83.98,96.52,80.13,83.72,100.95,96.07,84.09,96.64,80.25,83.84,101.08,96.19,89.57,96.46,80.02,89.41,100.97,96.07,89.69,96.59,80.14,89.53,101.09,96.19,"192","Cuba",2.5
"cuba","2007","Cuba","CUB",4412.2498052442,62.1946636602781,NA,NA,18.038430243475,809469,85.85,584.109308584339,NA,NA,96.23,NA,"Cuba",2007,92.99,102.27,85.78,92.96,124.84,94.23,93.18,102.47,85.96,93.15,125.08,94.42,95.99,102.02,85.67,96.04,124.97,94.23,96.19,102.22,85.85,96.23,125.2,94.42,"192","Cuba",2.5
"cuba","2008","Cuba","CUB",4317.07003947414,61.6967305524239,NA,NA,0.636300970358988,762180,86.49,598.155505537414,NA,NA,99.61,NA,"Cuba",2008,95.41,98.01,86.45,95.88,134.99,72.8,95.65,98.26,86.68,96.13,135.32,72.98,98.72,97,86.27,99.35,135.13,72.8,98.97,97.25,86.49,99.61,135.46,72.98,"192","Cuba",2.5
"cuba","2009","Cuba","CUB",4479.95653008696,61.1969166167559,NA,NA,-0.20549027872913,868697,89.39,521.782746430146,NA,NA,102.42,NA,"Cuba",2009,97.81,116.95,89.07,98.1,136.45,84.28,98.14,117.34,89.37,98.43,136.89,84.55,101.65,116.77,89.08,102.08,136.52,84.28,101.99,117.15,89.39,102.42,136.96,84.55,"192","Cuba",2.5
"cuba","2010","Cuba","CUB",4815.75677566225,60.7027451645293,NA,NA,-5.91341077085534,779086,76.95,571.586614905008,NA,NA,94.54,NA,"Cuba",2010,87.47,100.67,76.62,87.76,135.43,73.67,87.88,101.13,76.98,88.17,136.04,74,93.62,99.79,76.59,94.11,135.55,73.67,94.05,100.25,76.95,94.54,136.16,74,"192","Cuba",2.5
"cuba","2011","Cuba","CUB",4818.51523363817,59.9627553203846,NA,NA,4.32098765432099,920658,81.34,489.563603347921,NA,NA,94.57,NA,"Cuba",2011,91.57,121.09,80.82,91.92,139.06,74.79,92.17,121.87,81.35,92.52,139.95,75.27,93.5,120.66,80.81,93.96,139.12,74.79,94.11,121.44,81.34,94.57,140.01,75.27,"192","Cuba",2.5
"cuba","2012","Cuba","CUB",5058.98764380885,60.1752939209998,NA,NA,0.699300699300707,1003983,86.81,487.882653866495,NA,NA,102.08,NA,"Cuba",2012,95.36,133.65,86.02,95.91,136.64,69.29,96.22,134.84,86.79,96.77,137.85,69.91,100.41,133.45,86.03,101.17,136.72,69.29,101.31,134.64,86.81,102.08,137.93,69.91,"192","Cuba",2.5
"cuba","2013","Cuba","CUB",5193.58222241288,60.8549204057523,NA,NA,4.70085470085471,1104303,90.59,517.996258620404,NA,NA,106.34,NA,"Cuba",2013,99.23,144.01,89.48,99.58,142.32,82.5,100.39,145.68,90.53,100.74,143.96,83.46,104.57,144.3,89.54,105.11,142.44,82.5,105.79,145.97,90.59,106.34,144.08,83.46,"192","Cuba",2.5
"cuba","2014","Cuba","CUB",5336.49301762559,60.3625279393386,NA,NA,2.24489795918367,1017580,87.82,646.098668361357,NA,NA,104.32,NA,"Cuba",2014,96.75,129.61,86.54,97.26,141.84,72.2,98.11,131.42,87.77,98.64,143.82,73.22,102.14,129.63,86.59,102.87,141.96,72.2,103.58,131.45,87.82,104.32,143.94,73.22,"192","Cuba",2.5
"cuba","2015","Cuba","CUB",5626.86570363889,59.9913459400836,NA,NA,2.49500998003992,791666,92.12,560.193577838886,NA,NA,107.18,NA,"Cuba",2015,98.8,97.78,90.6,99.18,134.99,80.35,100.38,99.33,92.06,100.77,137.13,81.63,104.89,97.22,90.67,105.49,135.09,80.35,106.57,98.77,92.12,107.18,137.23,81.63,"192","Cuba",2.5
"cuba","2016","Cuba","CUB",NA,59.8606056076956,NA,NA,5.7935735150925,930968,93.1,475.469988430216,NA,NA,109.99,NA,"Cuba",2016,100.83,116.61,91.44,101.52,142.33,67.94,102.58,118.61,93.03,103.28,144.77,69.11,107.16,116.4,91.51,108.12,142.45,67.94,109.01,118.41,93.1,109.99,144.9,69.11,"192","Cuba",2.5
"dominica","2000","Dominica","DMA",NA,28,0.078488570067628,2.17434935959329,-1.19225143140432,175,119.55,NA,39.4096509098146,21.0397888863599,118.87,NA,"Dominica",2000,117.09,93.14,119.88,117.38,103.3,96.66,115.55,91.9,118.31,115.84,101.95,95.39,120.07,92.88,121.14,120.46,103.29,96.66,118.49,91.65,119.55,118.87,101.94,95.39,"212","Dominica",4.7
"dominica","2001","Dominica","DMA",NA,29.3333333333333,0.907613944941919,1.8385825947905,-5.41888372241664,174,108,NA,37.6646452225593,22.5281564088065,108.21,NA,"Dominica",2001,107.77,93.58,108.67,107.92,103.37,97.18,106.34,92.33,107.22,106.49,102,95.89,109.46,93.43,109.45,109.66,103.36,97.18,108.01,92.18,108,108.21,101.99,95.89,"212","Dominica",4.4
"dominica","2002","Dominica","DMA",NA,29.3333333333333,0.119867795089224,1.66486926199043,-2.38673665395653,176,105.67,NA,42.0493651380236,24.2369890277321,106.29,NA,"Dominica",2002,105.85,94.02,106.38,105.97,103.26,97.63,104.68,92.97,105.2,104.8,102.12,96.55,107.32,93.89,106.86,107.48,103.25,97.63,106.13,92.85,105.67,106.29,102.11,96.55,"212","Dominica",4.6
"dominica","2003","Dominica","DMA",NA,29.3333333333333,0.113361308058089,1.51847987343358,-5.181817945809,180,95.21,NA,35.7937064647136,23.6703109655621,94.49,NA,"Dominica",2003,97.11,95.3,95.93,97.08,102.96,99.67,96.41,94.6,95.23,96.37,102.22,98.95,95.25,95.13,95.91,95.18,102.95,99.67,94.56,94.43,95.21,94.49,102.21,98.95,"212","Dominica",5
"dominica","2004","Dominica","DMA",NA,29.3333333333333,0.0652531012082546,1.83270531153559,0.107876341951595,182,98.86,NA,38.3246100195827,21.8224097314164,98.23,NA,"Dominica",2004,99.76,95.35,99.25,99.77,102.3,99.32,99.44,95.04,98.93,99.45,101.98,99,98.57,95.2,99.18,98.55,102.31,99.32,98.25,94.89,98.86,98.23,101.99,99,"212","Dominica",5.5
"dominica","2005","Dominica","DMA",NA,29.3333333333333,0.0936005947720535,1.34181189979065,-0.364761537486757,190,98.61,NA,35.825728023948,19.4190503275445,99.79,NA,"Dominica",2005,98.73,99.83,98.44,98.71,100.17,100.31,98.76,99.85,98.47,98.74,100.21,100.34,99.77,100.05,98.59,99.76,100.17,100.31,99.8,100.07,98.61,99.79,100.21,100.34,"212","Dominica",5.7
"dominica","2006","Dominica","DMA",NA,29.3333333333333,0.0427491868635159,2.02285645979673,1.24386940926726,200,102.53,NA,35.1495032964565,20.8320910172013,101.97,NA,"Dominica",2006,101.51,104.82,102.31,101.52,97.53,100.36,101.8,105.11,102.6,101.81,97.81,100.65,101.66,104.76,102.24,101.68,97.52,100.36,101.95,105.05,102.53,101.97,97.8,100.65,"212","Dominica",5.6
"dominica","2007","Dominica","DMA",NA,29.3333333333333,0.0541467061205768,1.91231659258548,-7.91487192649805,210,106.7,NA,35.2001538150041,21.0177196278123,104.24,NA,"Dominica",2007,104.74,109.84,105.86,104.73,99.2,104.95,105.25,110.36,106.37,105.24,99.69,105.46,103.76,110,106.18,103.74,99.2,104.95,104.26,110.52,106.7,104.24,99.69,105.46,"212","Dominica",5.1
"dominica","2008","Dominica","DMA",NA,29.3333333333333,0.0302918451840464,1.80428838497278,13.5004681528475,190,105.37,NA,40.4962449886743,21.8880393412948,102.63,NA,"Dominica",2008,104.52,98.64,105.61,104.66,99.14,94.42,105.21,99.29,106.31,105.36,99.81,95.05,101.84,98.17,104.68,101.96,99.14,94.42,102.51,98.82,105.37,102.63,99.81,95.05,"212","Dominica",4.9
"dominica","2009","Dominica","DMA",NA,30.6666666666667,0.0175314671248613,1.55666583019606,1.73132697020375,184,109.82,NA,50.7871638270487,22.064936599135,105.29,NA,"Dominica",2009,107.68,96.47,109.43,107.97,99.04,86.87,108.63,97.31,110.39,108.92,99.92,87.63,104.08,96.56,108.86,104.37,99.04,86.87,105,97.41,109.82,105.29,99.92,87.63,"212","Dominica",4.9
"dominica","2010","Dominica","DMA",6024.60441741704,33.3333333333333,0.0146588382044797,2.66254175379875,-8.28471979028897,170,108.44,NA,27.1299514069009,22.4733271308525,104.09,NA,"Dominica",2010,106.62,88.31,107.17,107.01,103.93,79.27,107.88,89.34,108.44,108.28,105.16,80.21,102.49,88.5,107.18,102.87,103.94,79.27,103.7,89.54,108.44,104.09,105.18,80.21,"212","Dominica",5.2
"dominica","2011","Dominica","DMA",NA,33.3333333333333,NA,NA,7.30969937153215,140,107.55,NA,NA,NA,103.6,NA,"Dominica",2011,105.64,72.44,105.95,106.12,104.14,71.91,107.31,73.58,107.62,107.79,105.78,73.04,101.51,72.2,105.88,101.99,104.16,71.91,103.1,73.33,107.55,103.6,105.8,73.04,"212","Dominica",5.6
"dominica","2012","Dominica","DMA",NA,33.3333333333333,0.0350587803618334,1.97921096122988,7.82292649676843,200,111.13,NA,13.7422524128288,24.9285577448242,106.75,NA,"Dominica",2012,108.36,103.02,108.87,109.04,105.81,59.97,110.57,105.11,111.09,111.26,107.97,61.19,103.89,103.22,108.91,104.62,105.77,59.97,106,105.31,111.13,106.75,107.93,61.19,"212","Dominica",5.9
"dominica","2013","Dominica","DMA",NA,33.3333333333333,NA,NA,4.57585647179968,200,111.35,NA,NA,NA,106.78,NA,"Dominica",2013,107.34,102.51,108.56,107.96,101.31,63.49,110.06,105.11,111.32,110.7,103.89,65.1,103.47,102.74,108.59,104.13,101.34,63.49,106.1,105.35,111.35,106.78,103.92,65.1,"212","Dominica",6
"dominica","2014","Dominica","DMA",NA,33.3333333333333,NA,NA,-0.15189626029391,201,111.61,NA,NA,NA,107.18,NA,"Dominica",2014,106.99,96.66,108.24,107.67,100.81,58.7,110.28,99.63,111.57,110.99,103.92,60.51,103.24,96.82,108.28,103.98,100.84,58.7,106.42,99.79,111.61,107.18,103.95,60.51,"212","Dominica",5.9
"dominica","2015","Dominica","DMA",NA,33.3333333333333,NA,NA,-2.7905340887348,188,114.32,NA,NA,NA,109.46,NA,"Dominica",2015,108.52,95.6,110.18,109,100.31,74.59,112.45,99.06,114.17,112.94,103.95,77.29,105.13,95.75,110.32,105.64,100.34,74.59,108.94,99.21,114.32,109.46,103.98,77.29,"212","Dominica",5.6
"dominica","2016","Dominica","DMA",NA,33.3333333333333,NA,NA,9.23066914554755,188,115.34,NA,NA,NA,110.45,NA,"Dominica",2016,108.74,95.04,110.55,109.25,99.78,72.78,113.26,98.99,115.15,113.79,103.94,75.81,105.5,95.19,110.73,106.04,99.81,72.78,109.89,99.14,115.34,110.45,103.97,75.81,"212","Dominica",5.2
"ecuador","2000","Ecuador","ECU",2542.00709497386,32.477049444355,3.95023601701561,3.27885047505063,0.834360457374615,1885187,83.49,NA,36.5133759270773,9.00430474284215,84.52,NA,"Ecuador",2000,91.91,85.51,90.96,92.2,93.71,76.54,84.5,78.69,83.64,84.76,86.11,70.37,91.65,84.84,90.79,91.93,93.34,76.51,84.25,78.07,83.49,84.52,85.78,70.34,"218","Ecuador",18.5
"ecuador","2001","Ecuador","ECU",2722.90647133485,31.3456273151876,5.7565348291369,2.16956957961464,4.96513396047904,1644375,96.62,NA,42.0551796138876,8.05594942500721,93.48,NA,"Ecuador",2001,102.05,77.69,103.44,99.41,99.42,244.43,95.48,72.76,96.81,93.01,92.98,228.71,102.61,76.75,103.24,99.91,99.37,244.42,96.01,71.89,96.62,93.48,92.94,228.7,"218","Ecuador",18.8
"ecuador","2002","Ecuador","ECU",2909.70017237018,30.1578354002255,6.61051243945167,1.45503137046687,1.76666020601853,2057298,89.87,NA,42.6042183906262,8.68332651569702,91.15,NA,"Ecuador",2002,95.6,91.99,94.61,95.84,97.49,82.83,90.98,87.63,90.05,91.2,92.73,78.83,95.54,91.68,94.42,95.79,97.09,82.81,90.92,87.33,89.87,91.15,92.35,78.8,"218","Ecuador",18.9
"ecuador","2003","Ecuador","ECU",2917.55060703659,29.1914962151715,5.6559395499349,1.50213036750662,6.60722153718385,2055013,96.54,NA,40.7665687963863,9.22272501259488,96.04,NA,"Ecuador",2003,98.89,89.22,99.93,99.16,96.91,83.98,95.67,86.41,96.7,95.93,93.71,81.25,98.99,88.98,99.76,99.27,97.29,83.98,95.77,86.17,96.54,96.04,94.08,81.25,"218","Ecuador",18.6
"ecuador","2004","Ecuador","ECU",2935.74030453403,30.3068126912546,5.25459784648793,1.44276234182292,2.3850761830852,2607223,100.99,NA,31.4166245394061,8.95328922136305,99.68,NA,"Ecuador",2004,101.24,111.91,102.69,101.32,98.5,96.51,99.56,110.16,101.01,99.65,96.82,94.92,101.26,112.05,102.66,101.35,98.47,96.51,99.59,110.31,100.99,99.68,96.8,94.92,"218","Ecuador",17.7
"ecuador","2005","Ecuador","ECU",3016.72845932729,30.1980995329361,4.36301500490018,1.33302865032392,7.05839047390637,2303958,99.78,NA,28.2752842970646,8.03134104657266,98.29,NA,"Ecuador",2005,98.4,94.79,99.75,98.22,95.85,108.2,98.39,94.87,99.76,98.21,95.8,108.19,98.49,94.82,99.76,98.31,96.36,108.2,98.48,94.9,99.78,98.29,96.31,108.19,"218","Ecuador",17
"ecuador","2006","Ecuador","ECU",3127.4088409595,29.9726203897568,4.05033893321075,1.06484905834672,4.30866072385265,2278620,99.24,NA,27.0342416805242,7.06107558212763,102.03,NA,"Ecuador",2006,100.36,93.3,97.57,100.46,105.65,95.29,102.05,94.97,99.23,102.14,107.38,96.9,100.25,93.13,97.58,100.34,105.17,95.29,101.93,94.79,99.24,102.03,106.89,96.89,"218","Ecuador",16.2
"ecuador","2007","Ecuador","ECU",3273.87824132732,29.8437751650829,3.65725337938493,1.06260933220266,3.41959304521725,2726972,102.92,NA,27.2390708967388,8.43492540542702,106.29,NA,"Ecuador",2007,102.85,108.31,99.44,102.81,109.3,105.11,106.36,112.12,102.86,106.32,112.98,108.69,102.83,108.53,99.5,102.78,109.57,105.1,106.34,112.35,102.92,106.29,113.26,108.69,"218","Ecuador",15.6
"ecuador","2008","Ecuador","ECU",3556.39233911118,29.9766468030279,3.56389492350198,1.00468236942343,1.66710253237979,2286314,106.95,NA,25.3532432285783,8.96626927471361,111.87,NA,"Ecuador",2008,106.07,89.04,101.62,106.22,114.48,97.78,111.55,93.74,106.9,111.72,120.35,102.84,106.21,88.89,101.67,106.37,114.51,97.78,111.71,93.59,106.95,111.87,120.39,102.84,"218","Ecuador",14.4
"ecuador","2009","Ecuador","ECU",3612.71402773571,30.336607756256,4.62456826051106,1.02743330024616,1.71520392574264,2437917,116.41,NA,35.8275223482075,9.46666465516472,117.48,NA,"Ecuador",2009,109.31,94.33,108.69,109.51,110.48,98.52,116.91,100.98,116.27,117.12,118.11,105.37,109.63,94.32,108.83,109.84,110.64,98.51,117.25,100.98,116.41,117.48,118.27,105.36,"218","Ecuador",12.8
"ecuador","2010","Ecuador","ECU",3667.0114722024,30.1888395688215,4.23089154332135,1.02112768883566,0.739267630201653,2732020,122.74,NA,30.0127374636712,8.34396552694543,123.15,NA,"Ecuador",2010,112.9,102.67,112.69,113.24,113.31,94.85,122.75,111.73,122.54,123.11,123.14,103.13,112.93,102.96,112.87,113.27,113.38,94.85,122.77,112.05,122.74,123.15,123.21,103.12,"218","Ecuador",10.7
"ecuador","2011","Ecuador","ECU",3917.85849583571,29.5784349237246,3.69044139025842,1.15809830404331,7.94125799629315,2487875,117.47,NA,29.9949772219664,8.60564812766407,122.13,NA,"Ecuador",2011,110.18,90.32,106.11,110.57,117.9,89.6,121.74,99.89,117.26,122.16,130.2,99,110.15,90.31,106.3,110.54,117.86,89.6,121.7,99.88,117.47,122.13,130.16,99,"218","Ecuador",9.1
"ecuador","2012","Ecuador","ECU",4093.20618542314,30.2258813913019,3.87021429256525,0.959488540717959,0.775396908959976,2929621,111.89,NA,28.5585329006995,7.77377444637479,117.48,NA,"Ecuador",2012,104.27,100.9,99.59,104.88,113.11,71.47,117.04,113.38,111.82,117.73,126.92,80.22,104.04,101.07,99.66,104.66,113.45,71.46,116.79,113.57,111.89,117.48,127.3,80.22,"218","Ecuador",8.3
"ecuador","2013","Ecuador","ECU",4290.81118841555,30.2504429054598,3.99250988138876,0.844432792183293,6.69363529917355,2736702,102.61,NA,31.1434388977543,7.30260296095111,113.08,NA,"Ecuador",2013,99.17,93.95,90,99.67,116.52,72.29,113.07,107.22,102.64,113.64,132.79,82.42,98.68,93.9,89.98,99.18,116.58,72.28,112.51,107.16,102.61,113.08,132.86,82.41,"218","Ecuador",8.2
"ecuador","2014","Ecuador","ECU",4368.23802286484,22.5547600068952,4.45037346971758,0.845239630686347,7.58112150634172,3086949,114.41,NA,35.1666592489838,7.71924349437312,118.82,NA,"Ecuador",2014,102.84,97.4,98.75,103.46,110.58,69.24,119.06,112.87,114.34,119.78,127.96,80.16,102.01,97.44,98.81,102.63,111.16,69.23,118.09,112.92,114.41,118.82,128.63,80.15,"218","Ecuador",8.2
"ecuador","2015","Ecuador","ECU",4316.71474770087,23.3064901849885,5.82634424219452,0.870637534784079,2.90904796741694,3564511,122.67,NA,47.7624676866215,8.75900945873932,121.92,NA,"Ecuador",2015,103.87,115.19,104.23,104.49,103.18,70.62,122.07,135.51,122.53,122.8,121.21,83,103.12,115.6,104.35,103.74,103.69,70.62,121.19,135.99,122.67,121.92,121.82,83,"218","Ecuador",8
"ecuador","2016","Ecuador","ECU",4192.86474875643,22.2096956031567,6.05477726642276,0.946442083254809,0.859837312844022,2676447,110.28,NA,52.2248605258246,10.5616075705029,114.35,NA,"Ecuador",2016,96.28,91.25,92.41,96.77,103.61,69.66,114.84,108.95,110.25,115.43,123.52,83.1,95.38,91.23,92.44,95.87,104.13,69.66,113.77,108.92,110.28,114.35,124.15,83.09,"218","Ecuador",7.8
"el salvador","2000","El Salvador","SLV",2684.12795334361,72.3938223938224,0.199621431899799,1.56204128340213,-7.11000355140517,778822,100.89,NA,19.2001769123682,12.3603825314399,95,NA,"El Salvador",2000,98.99,93.05,103.56,95.32,92.58,133.75,96.33,90.55,100.78,92.76,90.09,130.17,101.47,92.86,103.67,97.62,92.92,133.75,98.74,90.36,100.89,95,90.42,130.17,"222","El Salvador",11
"el salvador","2001","El Salvador","SLV",2692.1381634069,74.8069498069498,0.260692577369134,1.88670122442952,-6.52234316752728,759720,99.73,NA,14.7289895471794,12.797267961711,90.81,NA,"El Salvador",2001,95.09,89.34,101.66,91.43,85.85,129.71,93.14,87.51,99.58,89.56,84.09,127.07,96.65,89.26,101.81,92.71,86.16,129.71,94.67,87.43,99.73,90.81,84.39,127.07,"222","El Salvador",9.3
"el salvador","2002","El Salvador","SLV",2703.53815231627,75.0482625482625,0.312091323294608,1.62074236931883,-3.7210699987335,814224,91.97,NA,13.4651286290427,13.4931502645808,92.25,NA,"El Salvador",2002,93.66,93.8,93.24,92.28,94.24,106.69,92.27,92.41,91.86,90.91,92.84,105.12,95.02,93.8,93.35,93.63,94.61,106.69,93.62,92.41,91.97,92.25,93.2,105.12,"222","El Salvador",8.9
"el salvador","2003","El Salvador","SLV",2691.85850923539,74.8552123552124,0.28673999287718,1.59878209783389,-2.96933554861927,791458,89.53,NA,13.5483907262287,13.4754538574517,90.9,NA,"El Salvador",2003,90.76,90.13,90.39,90.33,91.27,94.78,89.88,89.26,89.52,89.46,90.39,93.88,92.1,90.08,90.39,91.78,91.49,94.78,91.22,89.21,89.53,90.9,90.6,93.88,"222","El Salvador",9.3
"el salvador","2004","El Salvador","SLV",2652.70415992123,77.7027027027027,0.358576146680181,1.45980892705203,-0.871158003164467,822195,97.22,NA,14.2173182951936,13.6730510835949,96.58,NA,"El Salvador",2004,95.86,93.52,97.72,95.55,93.26,98.77,95.4,93.07,97.25,95.1,92.81,98.32,97.22,93.5,97.68,97.04,93.37,98.77,96.76,93.05,97.22,96.58,92.92,98.32,"222","El Salvador",10
"el salvador","2005","El Salvador","SLV",2726.61882839882,75.530888030888,0.399519477053675,1.33561233882659,1.28184552784094,894975,97.81,NA,17.2087103573104,13.7406907761322,99.06,NA,"El Salvador",2005,99.27,100.84,97.7,98.88,101.47,102.96,99.26,100.82,97.7,98.87,101.45,102.97,99.48,100.85,97.81,99.07,101.41,102.96,99.48,100.83,97.81,99.06,101.39,102.97,"222","El Salvador",10.5
"el salvador","2006","El Salvador","SLV",2823.95142603453,71.1389961389961,0.376259893645365,1.39957761395961,2.77790109070281,937085,104.97,NA,17.7305863226882,13.5756078011944,104.36,NA,"El Salvador",2006,104.87,105.65,104.58,105.56,105.27,98.26,105.34,106.11,105.05,106.03,105.74,98.72,103.3,105.65,104.5,103.9,105.23,98.26,103.76,106.12,104.97,104.36,105.69,98.72,"222","El Salvador",10.8
"el salvador","2007","El Salvador","SLV",2830.4154953585,72.5868725868726,0.575678296266248,1.42135030984009,7.10927238429355,860076,105.3,NA,19.1552547343399,14.3770779108824,105.49,NA,"El Salvador",2007,105.64,96.66,104.75,105.31,106.9,108.83,106.59,97.52,105.69,106.25,107.85,109.82,105,96.54,104.37,104.55,106.85,108.83,105.95,97.4,105.3,105.49,107.8,109.82,"222","El Salvador",11
"el salvador","2008","El Salvador","SLV",2784.41608831657,74.8069498069498,0.573443512722777,1.54671551166775,-0.186906439734415,1037707,120.02,NA,19.6979392197428,15.0118268858617,114.43,NA,"El Salvador",2008,113.86,115.62,118.64,114.11,107.15,111.49,115.38,117.16,120.24,115.64,108.58,112.99,112.76,115.51,118.43,112.91,107.16,111.49,114.28,117.05,120.02,114.43,108.59,112.99,"222","El Salvador",11.4
"el salvador","2009","El Salvador","SLV",2668.17753235991,74.5656370656371,0.569723337553583,1.65879039430237,-5.32455116532886,989851,113.17,NA,19.5503776053083,17.6581461645372,113.64,NA,"El Salvador",2009,109.53,110.8,111.24,111.93,107.13,86.81,111.49,112.78,113.23,113.93,109.04,88.37,109,110.84,111.18,111.64,107.17,86.81,110.95,112.81,113.17,113.64,109.08,88.37,"222","El Salvador",11.9
"el salvador","2010","El Salvador","SLV",2684.76731340986,74.0830115830116,0.713982393170427,1.9911683604417,4.89929361096767,968601,106.67,NA,20.9792993752089,16.0852295458479,105.14,NA,"El Salvador",2010,105.01,107.5,104.57,102.99,105.63,124.15,107.36,109.9,106.91,105.3,107.99,126.95,105.11,107.5,104.33,102.83,105.27,124.15,107.46,109.9,106.67,105.14,107.63,126.95,"222","El Salvador",12.4
"el salvador","2011","El Salvador","SLV",2753.69398701977,74.469111969112,0.893421684011598,2.27614481811947,-4.17681914810971,923938,103.44,NA,24.2725164246396,16.1790754504119,103.4,NA,"El Salvador",2011,101.89,101.19,101.22,102.94,102.82,91.93,104.64,103.92,103.96,105.72,105.6,94.43,99.74,101.25,100.71,100.67,102.33,91.93,102.44,103.98,103.44,103.4,105.09,94.43,"222","El Salvador",12.5
"el salvador","2012","El Salvador","SLV",2755.40876494595,75.8204633204633,0.908231824767232,2.03621737519693,4.36404106812502,1090739,120.17,NA,22.3922378029347,15.3783521790961,115.48,NA,"El Salvador",2012,111.85,118.44,117.28,113.18,104.24,99.33,115.41,122.2,121.01,116.77,107.55,102.5,110.58,118.51,116.46,111.92,103.84,99.33,114.1,122.27,120.17,115.48,107.14,102.5,"222","El Salvador",12.3
"el salvador","2013","El Salvador","SLV",2809.72085891753,76.0135135135135,0.922603884357272,1.78083005036059,-7.200666676083,1043725,108.43,NA,21.9207397802668,15.4688087637819,116.06,NA,"El Salvador",2013,103.95,113.81,104.97,110.68,102.53,40.2,107.77,117.98,108.82,114.74,106.29,41.68,104.3,114.06,104.59,111.95,102.11,40.2,108.14,118.24,108.43,116.06,105.85,41.68,"222","El Salvador",11.8
"el salvador","2014","El Salvador","SLV",2786.33445153772,76.8822393822394,0.884949716440967,1.88941787482583,0.87593796137044,1001957,106.11,NA,19.1358677262571,16.5490092815306,115.47,NA,"El Salvador",2014,103.97,109.48,101.85,109.72,106.95,49.58,108.31,114.05,106.11,114.29,111.41,51.65,104.32,109.71,101.86,110.84,106.59,49.58,108.67,114.28,106.11,115.47,111.04,51.65,"222","El Salvador",11.3
"el salvador","2015","El Salvador","SLV",2858.02876437639,75.530888030888,0.819439516929516,1.91092373762386,-5.50270457854596,854471,98.63,NA,19.556136911804,17.4094691477342,110.49,NA,"El Salvador",2015,99.05,93.08,94.31,104.96,105.72,43.12,103.7,97.45,98.74,109.88,110.67,45.15,98.89,93.22,94.21,105.53,105.35,43.12,103.53,97.58,98.63,110.49,110.29,45.15,"222","El Salvador",11
"el salvador","2016","El Salvador","SLV",2899.68497040456,76.4478764478765,0.786657071604538,1.99981582476716,6.80110810400851,1072962,111.27,NA,18.12241172244,18.4988299506808,119.84,NA,"El Salvador",2016,105.96,114.1,105.65,112.3,106.38,45.9,111.49,120.06,111.18,118.16,111.94,48.3,106.64,114.36,105.74,113.88,106.03,45.9,112.22,120.33,111.27,119.84,111.57,48.3,"222","El Salvador",10.3
"haiti","2000","Haiti","HTI",800.681278022887,61.3207547169811,NA,NA,-3.63976516488086,430500,95.66,NA,NA,NA,95.76,NA,"Haiti",2000,102.79,118.18,103.51,102.92,100.63,99.79,94.85,109.05,95.51,94.98,92.88,92.03,103.6,118.86,103.67,103.77,100.61,99.79,95.6,109.69,95.66,95.76,92.86,92.03,"332","Haiti",54.9
"haiti","2001","Haiti","HTI",749.710678391243,60.5950653120465,NA,NA,0.9229511069571,363000,91.51,NA,NA,NA,92.46,NA,"Haiti",2001,98.48,96.64,97.42,98.78,101.68,91.63,92.4,90.67,91.4,92.68,95.42,85.92,98.24,96.6,97.53,98.54,101.66,91.63,92.17,90.64,91.51,92.46,95.41,85.92,"332","Haiti",56
